nr data rozpoczecie zakonczenie
48529464 26-07-2017 13:30:29 13:32:33
4082744 26-07-2017 13:33:20 13:48:57
2395447 26-07-2017 13:38:00 13:39:54
96620804 26-07-2017 13:40:01 13:51:45
9489003225 26-07-2017 13:44:36 13:45:15
6897893 26-07-2017 13:50:20 13:58:09
9759222 26-07-2017 13:55:31 14:05:40
39793981 26-07-2017 13:56:40 13:57:34
3759991 26-07-2017 14:01:05 14:04:57
37838778 26-07-2017 14:06:18 14:18:07
3785540 26-07-2017 14:13:22 14:28:57
9689833 26-07-2017 14:14:15 14:23:11
8136309 26-07-2017 14:22:13 14:37:42
1177203 26-07-2017 14:29:32 14:30:31
6060835 26-07-2017 14:32:59 14:39:12
8534481 26-07-2017 14:37:41 14:51:57
4959594 26-07-2017 14:43:45 14:57:55
1047809 26-07-2017 14:48:50 15:05:17
3437033 26-07-2017 14:54:05 14:55:06
6801890 26-07-2017 14:59:32 15:02:45
2604004 26-07-2017 15:03:56 15:13:18
4379524 27-07-2017 08:06:01 08:06:04
12377650 27-07-2017 08:08:47 08:13:49
77869622 27-07-2017 08:12:46 08:26:27
3414247278 27-07-2017 08:19:05 08:19:12
5839324907 27-07-2017 08:22:38 08:30:56
4852863 27-07-2017 08:23:39 08:37:59
3245936 27-07-2017 08:25:41 08:29:53
6674505 27-07-2017 08:25:58 08:29:37
9591892 27-07-2017 08:31:01 08:42:01
96404523 27-07-2017 08:32:32 08:43:41
1405478 27-07-2017 08:37:33 08:44:20
5900506 27-07-2017 08:38:47 08:43:00
6060835 27-07-2017 08:40:32 08:55:58
8880275 27-07-2017 08:47:01 08:59:38
57101974 27-07-2017 08:54:43 09:06:06
2096100 27-07-2017 08:55:18 08:56:27
2366545 27-07-2017 08:58:09 09:06:44
2260131 27-07-2017 09:02:22 09:13:34
75818182 27-07-2017 09:06:49 09:12:54
1247125 27-07-2017 09:13:51 09:26:29
3733011 27-07-2017 09:15:26 09:29:37
6615729 27-07-2017 09:21:34 09:32:18
6844342 27-07-2017 09:28:06 09:30:23
8369815 27-07-2017 09:31:15 09:38:38
9304830 27-07-2017 09:33:18 09:34:30
1117708 27-07-2017 09:39:50 09:46:32
6055986 27-07-2017 09:46:14 09:46:40
4569864426 27-07-2017 09:46:49 10:00:51
2781512 27-07-2017 09:53:55 09:59:19
3093964 27-07-2017 09:55:38 10:03:24
9413315 27-07-2017 10:01:41 10:10:19
1890121 27-07-2017 10:09:57 10:19:12
9906846123 27-07-2017 10:11:06 10:12:05
12063341 27-07-2017 10:17:02 10:29:41
27798660 27-07-2017 10:18:08 10:22:39
37077953 27-07-2017 10:22:59 10:32:35
70606958 27-07-2017 10:24:47 10:37:14
21303266 27-07-2017 10:31:26 10:36:37
66871690 27-07-2017 10:33:39 10:36:46
88366261 27-07-2017 10:33:42 10:36:36
9506446 27-07-2017 10:40:40 10:49:02
9225807 27-07-2017 10:47:57 11:01:43
6956143 27-07-2017 10:50:16 10:56:06
1472253 27-07-2017 10:58:30 11:03:00
4025325 27-07-2017 11:04:35 11:11:06
6220398 27-07-2017 11:04:56 11:06:12
6326108 27-07-2017 11:09:14 11:23:48
88929709 27-07-2017 11:12:18 11:24:09
3004967 27-07-2017 11:17:50 11:24:41
1721264 27-07-2017 11:22:29 11:30:05
5231877 27-07-2017 11:24:44 11:30:12
92414932 27-07-2017 11:32:26 11:44:04
3202610 27-07-2017 11:38:49 11:41:12
2825289 27-07-2017 11:39:15 11:55:50
7915936 27-07-2017 11:46:41 11:57:39
3680072 27-07-2017 11:53:41 11:55:55
6980867 27-07-2017 11:55:55 12:03:54
3656681 27-07-2017 12:01:47 12:12:07
4445684 27-07-2017 12:05:12 12:18:31
9864502 27-07-2017 12:10:24 12:10:59
5881130 27-07-2017 12:15:39 12:23:10
2056567 27-07-2017 12:22:31 12:34:31
62150310 27-07-2017 12:28:51 12:42:09
9340299 27-07-2017 12:29:18 12:30:47
3912924 27-07-2017 12:34:06 12:37:50
8159466 27-07-2017 12:35:26 12:42:47
7467198 27-07-2017 12:43:06 12:53:51
4703748 27-07-2017 12:47:45 12:49:45
1165705 27-07-2017 12:52:48 12:59:03
90762334 27-07-2017 12:59:41 13:02:07
16527855 27-07-2017 13:00:24 13:13:57
1055495 27-07-2017 13:06:15 13:10:05
9120318 27-07-2017 13:07:33 13:07:47
4030817 27-07-2017 13:13:20 13:26:50
1025756 27-07-2017 13:13:41 13:27:05
29880225 27-07-2017 13:14:31 13:25:15
4791902 27-07-2017 13:22:21 13:22:51
5228419 27-07-2017 13:26:20 13:32:14
8991671 27-07-2017 13:30:16 13:33:51
8045338707 27-07-2017 13:36:12 13:39:02
9192546 27-07-2017 13:44:10 13:49:44
9664752 27-07-2017 13:48:55 13:54:52
62653835 27-07-2017 13:55:42 14:06:46
6087301 27-07-2017 14:03:41 14:19:46
3864488 27-07-2017 14:03:52 14:09:11
5604405 27-07-2017 14:04:38 14:20:34
4774889 27-07-2017 14:05:46 14:16:27
4017213 27-07-2017 14:12:53 14:24:30
4720934 27-07-2017 14:18:36 14:21:16
13494237 27-07-2017 14:26:19 14:41:47
71807686 27-07-2017 14:28:53 14:44:19
7865609 27-07-2017 14:35:54 14:39:26
5318850 27-07-2017 14:39:10 14:44:15
63613334 27-07-2017 14:44:04 14:50:22
2256093 27-07-2017 14:52:12 14:56:46
7421094 27-07-2017 14:55:46 15:00:47
5376362 27-07-2017 15:00:45 15:07:35
8967842 28-07-2017 08:05:11 08:15:22
76644634 28-07-2017 08:05:14 08:06:51
7622819 28-07-2017 08:07:10 08:20:31
3524259 28-07-2017 08:08:33 08:22:00
5550678 28-07-2017 08:16:46 08:31:01
41852472 28-07-2017 08:21:30 08:22:09
8799570155 28-07-2017 08:23:02 08:29:16
9329226 28-07-2017 08:23:46 08:31:17
9219408 28-07-2017 08:31:29 08:39:27
2163209 28-07-2017 08:34:48 08:49:48
98021540 28-07-2017 08:35:37 08:50:26
58420185 28-07-2017 08:37:47 08:40:46
2188847 28-07-2017 08:43:02 08:48:20
2419817 28-07-2017 08:49:28 08:58:55
8938444 28-07-2017 08:55:08 08:56:46
8512255 28-07-2017 08:57:31 09:06:40
7488966 28-07-2017 09:00:12 09:03:36
6068132 28-07-2017 09:04:14 09:17:48
6131743 28-07-2017 09:11:36 09:17:33
71564278 28-07-2017 09:19:26 09:31:48
4529192 28-07-2017 09:21:41 09:29:41
2193730 28-07-2017 09:25:29 09:37:49
3120387 28-07-2017 09:25:58 09:31:04
5726531 28-07-2017 09:33:29 09:33:55
5076649 28-07-2017 09:34:53 09:42:57
98939809 28-07-2017 09:40:00 09:44:38
2005653 28-07-2017 09:48:08 10:02:53
4659808 28-07-2017 09:49:46 09:54:25
60113139 28-07-2017 09:53:41 10:00:45
55896338 28-07-2017 09:57:55 10:03:16
9747403 28-07-2017 10:06:09 10:16:41
5687447 28-07-2017 10:09:03 10:10:54
78940032 28-07-2017 10:11:41 10:20:54
1094486764 28-07-2017 10:16:03 10:30:12
2611045 28-07-2017 10:21:06 10:31:45
6047761 28-07-2017 10:24:16 10:35:21
4154521 28-07-2017 10:27:09 10:42:04
8895257 28-07-2017 10:33:15 10:44:05
2199311 28-07-2017 10:40:40 10:41:56
17864361 28-07-2017 10:42:19 10:51:39
6943996503 28-07-2017 10:48:53 10:57:43
9547712 28-07-2017 10:55:52 11:06:08
3925701 28-07-2017 10:58:54 11:04:26
97317489 28-07-2017 11:06:17 11:11:20
78009874 28-07-2017 11:08:10 11:10:15
8590206 28-07-2017 11:13:24 11:21:59
7273239 28-07-2017 11:18:24 11:31:27
9975967 28-07-2017 11:23:21 11:24:54
2134315 28-07-2017 11:27:22 11:31:15
6919928 28-07-2017 11:28:46 11:42:18
45081794 28-07-2017 11:30:10 11:33:54
1661633 28-07-2017 11:31:49 11:37:17
1639829 28-07-2017 11:33:28 11:42:45
8585321 28-07-2017 11:36:24 11:45:33
1661643168 28-07-2017 11:39:59 11:43:27
5136126 28-07-2017 11:46:18 11:55:28
9747700 28-07-2017 11:50:00 12:06:16
8387594 28-07-2017 11:51:23 11:55:26
65166542 28-07-2017 11:53:35 11:55:13
77607017 28-07-2017 11:57:58 12:12:50
9028434625 28-07-2017 12:03:00 12:15:51
7503173 28-07-2017 12:05:37 12:08:55
9039872 28-07-2017 12:11:53 12:24:16
45940361 28-07-2017 12:14:09 12:22:08
6242177 28-07-2017 12:19:59 12:30:11
60454232 28-07-2017 12:21:31 12:35:43
4060894 28-07-2017 12:24:55 12:26:37
8223406 28-07-2017 12:27:29 12:27:47
43109897 28-07-2017 12:35:32 12:45:46
95805020 28-07-2017 12:37:29 12:47:35
2849439 28-07-2017 12:40:31 12:43:46
9589060 28-07-2017 12:47:40 12:55:45
2603125 28-07-2017 12:51:00 12:52:48
8770898 28-07-2017 12:54:20 13:06:39
3224960 28-07-2017 13:00:47 13:11:15
4150421 28-07-2017 13:06:14 13:08:32
44302763 28-07-2017 13:10:38 13:16:57
1922212 28-07-2017 13:16:49 13:31:17
9603024 28-07-2017 13:23:37 13:25:18
1640513 28-07-2017 13:28:44 13:39:01
16592072 28-07-2017 13:36:06 13:51:15
4895290 28-07-2017 13:38:14 13:51:24
5277660 28-07-2017 13:41:32 13:55:55
8715278 28-07-2017 13:42:55 13:50:03
1462418 28-07-2017 13:43:29 13:46:16
8077806 28-07-2017 13:49:52 14:04:15
5759409 28-07-2017 13:52:50 14:04:29
6257971 28-07-2017 13:59:58 14:02:58
91129571 28-07-2017 14:00:17 14:08:53
6884037 28-07-2017 14:08:03 14:15:06
6657074 28-07-2017 14:10:07 14:22:59
2211277198 28-07-2017 14:15:56 14:24:42
26766818 28-07-2017 14:20:57 14:32:18
4473835 28-07-2017 14:28:39 14:33:03
9941776 28-07-2017 14:34:44 14:38:39
9045402 28-07-2017 14:43:03 14:55:01
7662302259 28-07-2017 14:46:37 14:58:59
2756059784 28-07-2017 14:52:16 14:58:33
8667012 28-07-2017 14:55:45 14:59:09
34964547 28-07-2017 15:00:02 15:15:28
9357185 31-07-2017 08:01:15 08:11:54
12471534 31-07-2017 08:08:35 08:14:38
1003402 31-07-2017 08:15:03 08:19:21
4509550 31-07-2017 08:18:23 08:25:42
5356824 31-07-2017 08:26:25 08:31:45
4293872 31-07-2017 08:28:48 08:36:10
5086182 31-07-2017 08:35:26 08:46:38
6175467 31-07-2017 08:38:04 08:51:07
2107985 31-07-2017 08:44:05 08:58:11
9388066 31-07-2017 08:46:21 08:52:22
4614100 31-07-2017 08:49:35 09:01:13
8279741 31-07-2017 08:55:15 09:11:36
9564752674 31-07-2017 08:56:15 09:02:36
1451455 31-07-2017 09:03:05 09:08:55
8156713 31-07-2017 09:09:05 09:11:14
24024164 31-07-2017 09:09:09 09:10:14
75122204 31-07-2017 09:16:26 09:29:31
33166727 31-07-2017 09:20:33 09:31:59
4293872 31-07-2017 09:21:56 09:32:23
3017523 31-07-2017 09:26:32 09:38:37
5087484 31-07-2017 09:32:38 09:35:23
47615054 31-07-2017 09:34:15 09:36:36
7775602353 31-07-2017 09:40:31 09:47:08
9533304954 31-07-2017 09:40:44 09:56:14
5147651 31-07-2017 09:43:10 09:52:49
7564861 31-07-2017 09:46:27 10:02:12
8163790 31-07-2017 09:47:20 09:48:11
37930610 31-07-2017 09:55:13 10:10:27
7518300 31-07-2017 09:55:16 10:01:06
9233918039 31-07-2017 09:57:56 10:09:27
5744555 31-07-2017 10:02:31 10:14:33
17005785 31-07-2017 10:02:59 10:12:02
35281950 31-07-2017 10:04:07 10:06:19
54840810 31-07-2017 10:06:24 10:11:10
3236046 31-07-2017 10:08:22 10:14:43
20149106 31-07-2017 10:13:15 10:15:03
6124638 31-07-2017 10:21:32 10:35:49
1090396060 31-07-2017 10:28:45 10:33:30
9355422 31-07-2017 10:29:05 10:39:16
9950462 31-07-2017 10:37:06 10:53:02
2474506 31-07-2017 10:45:09 11:00:51
2462682 31-07-2017 10:51:30 10:51:58
8159788 31-07-2017 10:53:45 11:08:03
8802222 31-07-2017 10:58:24 11:01:07
6384230 31-07-2017 11:00:11 11:15:22
48676568 31-07-2017 11:01:37 11:09:58
3691457 31-07-2017 11:04:07 11:20:27
3263854 31-07-2017 11:06:53 11:08:05
8489588 31-07-2017 11:13:58 11:22:54
57211290 31-07-2017 11:16:37 11:26:22
67748426 31-07-2017 11:19:05 11:23:35
7225111 31-07-2017 11:21:20 11:26:04
5418543 31-07-2017 11:21:21 11:26:42
6439414 31-07-2017 11:21:50 11:29:30
3478173 31-07-2017 11:21:57 11:24:56
3691457 31-07-2017 11:22:05 11:31:30
6717763 31-07-2017 11:29:04 11:38:39
61228399 31-07-2017 11:31:58 11:43:08
9282166 31-07-2017 11:33:14 11:46:31
6426246 31-07-2017 11:33:43 11:41:02
8585321 31-07-2017 11:37:19 11:43:47
9791237 31-07-2017 11:40:21 11:45:58
1830251 31-07-2017 11:44:04 11:56:56
42603700 31-07-2017 11:51:30 12:07:31
3983714 31-07-2017 11:57:50 12:13:20
4520226 31-07-2017 11:58:37 12:15:15
6999348 31-07-2017 12:00:57 12:12:56
3767866 31-07-2017 12:05:54 12:13:59
49342013 31-07-2017 12:05:55 12:07:46
6051341 31-07-2017 12:14:07 12:16:11
4326245 31-07-2017 12:19:10 12:21:28
5356378 31-07-2017 12:26:05 12:28:18
1302842 31-07-2017 12:31:44 12:45:32
2025194 31-07-2017 12:32:14 12:39:36
6703754 31-07-2017 12:34:11 12:35:01
86965710 31-07-2017 12:36:14 12:40:41
9797571 31-07-2017 12:43:22 12:49:22
34628061 31-07-2017 12:46:10 12:48:55
6716140 31-07-2017 12:49:42 12:58:52
9709339 31-07-2017 12:52:10 13:03:21
1331802 31-07-2017 12:54:17 12:59:14
9413315 31-07-2017 12:57:03 13:10:08
9555643 31-07-2017 12:59:52 13:00:55
4824250 31-07-2017 13:07:15 13:18:21
3931914 31-07-2017 13:12:55 13:18:30
79698655 31-07-2017 13:14:38 13:23:10
5387521845 31-07-2017 13:22:20 13:26:24
84589848 31-07-2017 13:28:07 13:29:35
1927908 31-07-2017 13:32:55 13:44:26
7975900 31-07-2017 13:34:47 13:45:20
1731500345 31-07-2017 13:39:36 13:53:04
5926011 31-07-2017 13:44:40 13:57:39
6408952 31-07-2017 13:51:28 14:08:06
53370610 31-07-2017 13:52:39 13:55:07
8060169 31-07-2017 13:53:24 13:59:38
9147613 31-07-2017 13:54:31 13:56:30
4505950 31-07-2017 13:57:33 14:05:36
3537655 31-07-2017 13:59:20 14:00:12
1583683 31-07-2017 14:06:30 14:08:45
96302157 31-07-2017 14:10:21 14:19:43
1809111 31-07-2017 14:13:47 14:28:39
8493652 31-07-2017 14:17:48 14:29:22
1026326 31-07-2017 14:20:12 14:24:40
1475165 31-07-2017 14:26:51 14:36:20
6264844 31-07-2017 14:29:01 14:43:40
9861652 31-07-2017 14:31:29 14:41:35
5446203 31-07-2017 14:35:53 14:39:06
7762020 31-07-2017 14:40:42 14:44:39
4045129075 31-07-2017 14:43:08 14:50:20
96736796 31-07-2017 14:45:57 14:59:02
1035023 31-07-2017 14:50:14 15:02:58
9941776 31-07-2017 14:57:07 14:57:17
6401011 31-07-2017 15:02:47 15:04:52
